metric	model_key	method	local_step	status	updated_at	out_dir	log_file
family_similarity	v52_random_conv5way_step10000	random	10000	done	2026-07-03 00:38:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-10000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step10000_20260703_003730.log
embedding_similarity	v52_family_mean_conv5way_step2000	family_mean	2000	done	2026-07-03 00:38:32 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-2000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step2000_20260703_003728.log
embedding_similarity	v52_mean_conv5way_step3000	mean	3000	done	2026-07-03 00:38:57 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-3000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step3000_20260703_003757.log
family_similarity	v52_fvt_conv5way_step23000	fvt	23000	done	2026-07-03 00:39:06 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-23000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step23000_20260703_003751.log
embedding_similarity	v52_random_conv5way_step11000	random	11000	done	2026-07-03 00:39:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-11000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step11000_20260703_003831.log
family_similarity	v52_weighted_fvt_conv5way_step25000	weighted_fvt	25000	done	2026-07-03 00:39:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-25000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step25000_20260703_003829.log
family_similarity	v52_family_mean_conv5way_step2000	family_mean	2000	done	2026-07-03 00:39:43 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-2000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step2000_20260703_003832.log
embedding_similarity	v52_fvt_conv5way_step24000	fvt	24000	done	2026-07-03 00:39:58 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-24000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step24000_20260703_003906.log
family_similarity	v52_mean_conv5way_step3000	mean	3000	done	2026-07-03 00:40:03 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-3000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step3000_20260703_003857.log
family_similarity	v52_random_conv5way_step11000	random	11000	done	2026-07-03 00:40:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-11000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step11000_20260703_003930.log
embedding_similarity	v52_weighted_fvt_conv5way_step26000	weighted_fvt	26000	done	2026-07-03 00:40:47 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-26000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step26000_20260703_003941.log
embedding_similarity	v52_family_mean_conv5way_step3000	family_mean	3000	done	2026-07-03 00:40:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-3000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step3000_20260703_003944.log
embedding_similarity	v52_mean_conv5way_step4000	mean	4000	done	2026-07-03 00:40:57 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-4000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step4000_20260703_004003.log
family_similarity	v52_fvt_conv5way_step24000	fvt	24000	done	2026-07-03 00:41:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-24000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step24000_20260703_003958.log
embedding_similarity	v52_random_conv5way_step12000	random	12000	done	2026-07-03 00:41:34 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-12000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step12000_20260703_004041.log
family_similarity	v52_weighted_fvt_conv5way_step26000	weighted_fvt	26000	done	2026-07-03 00:41:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-26000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step26000_20260703_004047.log
family_similarity	v52_family_mean_conv5way_step3000	family_mean	3000	done	2026-07-03 00:42:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-3000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step3000_20260703_004050.log
embedding_similarity	v52_fvt_conv5way_step25000	fvt	25000	done	2026-07-03 00:42:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-25000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step25000_20260703_004102.log
family_similarity	v52_mean_conv5way_step4000	mean	4000	done	2026-07-03 00:42:08 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-4000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step4000_20260703_004057.log
embedding_similarity	v52_weighted_fvt_conv5way_step27000	weighted_fvt	27000	done	2026-07-03 00:42:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-27000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step27000_20260703_004153.log
family_similarity	v52_random_conv5way_step12000	random	12000	done	2026-07-03 00:42:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-12000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step12000_20260703_004134.log
embedding_similarity	v52_family_mean_conv5way_step4000	family_mean	4000	done	2026-07-03 00:43:08 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-4000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step4000_20260703_004200.log
family_similarity	v52_fvt_conv5way_step25000	fvt	25000	done	2026-07-03 00:43:10 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-25000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step25000_20260703_004201.log
embedding_similarity	v52_mean_conv5way_step5000	mean	5000	done	2026-07-03 00:43:18 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-5000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step5000_20260703_004208.log
embedding_similarity	v52_random_conv5way_step13000	random	13000	done	2026-07-03 00:45:04 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-13000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step13000_20260703_004334.log
embedding_similarity	v52_mean_conv5way_step6000	mean	6000	done	2026-07-03 00:45:06 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-6000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step6000_20260703_004334.log
embedding_similarity	v52_fvt_conv5way_step26000	fvt	26000	done	2026-07-03 00:45:13 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-26000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step26000_20260703_004334.log
embedding_similarity	v52_random_conv5way_step14000	random	14000	done	2026-07-03 00:45:14 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-14000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step14000_20260703_004334.log
embedding_similarity	v52_weighted_fvt_conv5way_step28000	weighted_fvt	28000	done	2026-07-03 00:45:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-28000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step28000_20260703_004334.log
embedding_similarity	v52_family_mean_conv5way_step5000	family_mean	5000	done	2026-07-03 00:45:24 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-5000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step5000_20260703_004334.log
family_similarity	v52_mean_conv5way_step5000	mean	5000	done	2026-07-03 00:45:25 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-5000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step5000_20260703_004334.log
family_similarity	v52_family_mean_conv5way_step4000	family_mean	4000	done	2026-07-03 00:45:27 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-4000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step4000_20260703_004334.log
family_similarity	v52_weighted_fvt_conv5way_step27000	weighted_fvt	27000	done	2026-07-03 00:45:27 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-27000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step27000_20260703_004334.log
embedding_similarity	v52_fvt_conv5way_step27000	fvt	27000	done	2026-07-03 00:45:31 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-27000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step27000_20260703_004334.log
family_similarity	v52_random_conv5way_step13000	random	13000	done	2026-07-03 00:47:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-13000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step13000_20260703_004505.log
family_similarity	v52_random_conv5way_step14000	random	14000	done	2026-07-03 00:47:02 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-14000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step14000_20260703_004515.log
embedding_similarity	v52_weighted_fvt_conv5way_step29000	weighted_fvt	29000	done	2026-07-03 00:47:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-29000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step29000_20260703_004528.log
family_similarity	v52_mean_conv5way_step6000	mean	6000	done	2026-07-03 00:47:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-6000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step6000_20260703_004506.log
embedding_similarity	v52_mean_conv5way_step7000	mean	7000	done	2026-07-03 00:47:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-7000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step7000_20260703_004526.log
embedding_similarity	v52_family_mean_conv5way_step6000	family_mean	6000	done	2026-07-03 00:47:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-6000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step6000_20260703_004527.log
family_similarity	v52_weighted_fvt_conv5way_step28000	weighted_fvt	28000	done	2026-07-03 00:47:15 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-28000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step28000_20260703_004522.log
family_similarity	v52_fvt_conv5way_step26000	fvt	26000	done	2026-07-03 00:47:16 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-26000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step26000_20260703_004513.log
family_similarity	v52_family_mean_conv5way_step5000	family_mean	5000	done	2026-07-03 00:47:17 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-5000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step5000_20260703_004525.log
family_similarity	v52_fvt_conv5way_step27000	fvt	27000	done	2026-07-03 00:47:23 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-27000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step27000_20260703_004532.log
embedding_similarity	v52_random_conv5way_step16000	random	16000	done	2026-07-03 00:48:15 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-16000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step16000_20260703_004702.log
embedding_similarity	v52_mean_conv5way_step8000	mean	8000	done	2026-07-03 00:48:44 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-8000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step8000_20260703_004711.log
embedding_similarity	v52_random_conv5way_step15000	random	15000	done	2026-07-03 00:48:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-15000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step15000_20260703_004701.log
embedding_similarity	v52_weighted_fvt_conv5way_step30000	weighted_fvt	30000	done	2026-07-03 00:48:58 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-30000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step30000_20260703_004716.log
embedding_similarity	v52_family_mean_conv5way_step7000	family_mean	7000	done	2026-07-03 00:48:59 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-7000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step7000_20260703_004718.log
family_similarity	v52_family_mean_conv5way_step6000	family_mean	6000	done	2026-07-03 00:49:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-6000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step6000_20260703_004711.log
family_similarity	v52_weighted_fvt_conv5way_step29000	weighted_fvt	29000	done	2026-07-03 00:49:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-29000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step29000_20260703_004711.log
family_similarity	v52_mean_conv5way_step7000	mean	7000	done	2026-07-03 00:49:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-7000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step7000_20260703_004711.log
embedding_similarity	v52_fvt_conv5way_step28000	fvt	28000	done	2026-07-03 00:49:16 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-28000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step28000_20260703_004716.log
embedding_similarity	v52_fvt_conv5way_step29000	fvt	29000	done	2026-07-03 00:49:24 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-29000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step29000_20260703_004724.log
family_similarity	v52_random_conv5way_step16000	random	16000	done	2026-07-03 00:50:13 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-16000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step16000_20260703_004816.log
family_similarity	v52_mean_conv5way_step8000	mean	8000	done	2026-07-03 00:50:33 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-8000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step8000_20260703_004844.log
embedding_similarity	v52_family_mean_conv5way_step8000	family_mean	8000	done	2026-07-03 00:50:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-8000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step8000_20260703_004900.log
embedding_similarity	v52_weighted_fvt_conv5way_step31000	weighted_fvt	31000	done	2026-07-03 00:50:52 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-31000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step31000_20260703_004901.log
embedding_similarity	v52_mean_conv5way_step9000	mean	9000	done	2026-07-03 00:50:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-9000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step9000_20260703_004901.log
family_similarity	v52_family_mean_conv5way_step7000	family_mean	7000	done	2026-07-03 00:50:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-7000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step7000_20260703_004900.log
family_similarity	v52_weighted_fvt_conv5way_step30000	weighted_fvt	30000	done	2026-07-03 00:50:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-30000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step30000_20260703_004858.log
family_similarity	v52_random_conv5way_step15000	random	15000	done	2026-07-03 00:50:56 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-15000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step15000_20260703_004853.log
family_similarity	v52_fvt_conv5way_step28000	fvt	28000	done	2026-07-03 00:51:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-28000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step28000_20260703_004916.log
family_similarity	v52_fvt_conv5way_step29000	fvt	29000	done	2026-07-03 00:51:17 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-29000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step29000_20260703_004924.log
embedding_similarity	v52_random_conv5way_step18000	random	18000	done	2026-07-03 00:51:32 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-18000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step18000_20260703_005013.log
embedding_similarity	v52_mean_conv5way_step10000	mean	10000	done	2026-07-03 00:52:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-10000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step10000_20260703_005034.log
embedding_similarity	v52_weighted_fvt_conv5way_step32000	weighted_fvt	32000	done	2026-07-03 00:52:44 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-32000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step32000_20260703_005054.log
family_similarity	v52_mean_conv5way_step9000	mean	9000	done	2026-07-03 00:52:45 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-9000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step9000_20260703_005053.log
family_similarity	v52_family_mean_conv5way_step8000	family_mean	8000	done	2026-07-03 00:52:46 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-8000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step8000_20260703_005051.log
family_similarity	v52_weighted_fvt_conv5way_step31000	weighted_fvt	31000	done	2026-07-03 00:52:46 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-31000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step31000_20260703_005052.log
embedding_similarity	v52_family_mean_conv5way_step9000	family_mean	9000	done	2026-07-03 00:52:47 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-9000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step9000_20260703_005054.log
embedding_similarity	v52_fvt_conv5way_step30000	fvt	30000	done	2026-07-03 00:53:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-30000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step30000_20260703_005108.log
