metric	model_key	method	local_step	status	updated_at	out_dir	log_file
family_similarity	v52_weighted_fvt_conv5way_step38000	weighted_fvt	38000	done	2026-07-03 01:05:31 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-38000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step38000_20260703_010343.log
family_similarity	v52_random_conv5way_step26000	random	26000	done	2026-07-03 01:05:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-26000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step26000_20260703_010403.log
embedding_similarity	v52_random_conv5way_step25000	random	25000	done	2026-07-03 01:06:21 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-25000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step25000_20260703_010451.log
embedding_similarity	v52_mean_conv5way_step22000	mean	22000	done	2026-07-03 01:06:23 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-22000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step22000_20260703_010450.log
embedding_similarity	v52_random_conv5way_step28000	random	28000	done	2026-07-03 01:07:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-28000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step28000_20260703_010540.log
family_similarity	v52_family_mean_conv5way_step16000	family_mean	16000	done	2026-07-03 01:07:02 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-16000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step16000_20260703_010517.log
family_similarity	v52_mean_conv5way_step17000	mean	17000	done	2026-07-03 01:07:09 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-17000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step17000_20260703_010523.log
family_similarity	v52_weighted_fvt_conv5way_step39000	weighted_fvt	39000	done	2026-07-03 01:07:12 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-39000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step39000_20260703_010526.log
embedding_similarity	v52_fvt_conv5way_step38000	fvt	38000	done	2026-07-03 01:07:15 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-38000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step38000_20260703_010531.log
embedding_similarity	v52_fvt_conv5way_step39000	fvt	39000	done	2026-07-03 01:07:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-39000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step39000_20260703_010530.log
embedding_similarity	v52_weighted_fvt_conv5way_step40000	weighted_fvt	40000	done	2026-07-03 01:07:23 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-40000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step40000_20260703_010531.log
embedding_similarity	v52_family_mean_conv5way_step17000	family_mean	17000	done	2026-07-03 01:07:24 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-17000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step17000_20260703_010530.log
family_similarity	v52_mean_conv5way_step22000	mean	22000	done	2026-07-03 01:08:25 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-22000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step22000_20260703_010623.log
family_similarity	v52_random_conv5way_step25000	random	25000	done	2026-07-03 01:08:25 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-25000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step25000_20260703_010622.log
embedding_similarity	v52_family_mean_conv5way_step18000	family_mean	18000	done	2026-07-03 01:08:39 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-18000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step18000_20260703_010702.log
embedding_similarity	v52_weighted_fvt_conv5way_step41000	weighted_fvt	41000	done	2026-07-03 01:08:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-41000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step41000_20260703_010712.log
embedding_similarity	v52_mean_conv5way_step23000	mean	23000	done	2026-07-03 01:08:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-23000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step23000_20260703_010710.log
family_similarity	v52_random_conv5way_step28000	random	28000	done	2026-07-03 01:08:51 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-28000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step28000_20260703_010701.log
family_similarity	v52_fvt_conv5way_step38000	fvt	38000	done	2026-07-03 01:08:56 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-38000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step38000_20260703_010715.log
family_similarity	v52_family_mean_conv5way_step17000	family_mean	17000	done	2026-07-03 01:09:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-17000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step17000_20260703_010724.log
family_similarity	v52_fvt_conv5way_step39000	fvt	39000	done	2026-07-03 01:09:01 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-39000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step39000_20260703_010723.log
family_similarity	v52_weighted_fvt_conv5way_step40000	weighted_fvt	40000	done	2026-07-03 01:09:10 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-40000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step40000_20260703_010723.log
embedding_similarity	v52_mean_conv5way_step24000	mean	24000	done	2026-07-03 01:09:47 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-24000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step24000_20260703_010825.log
embedding_similarity	v52_random_conv5way_step27000	random	27000	done	2026-07-03 01:09:48 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-27000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step27000_20260703_010826.log
embedding_similarity	v52_random_conv5way_step30000	random	30000	done	2026-07-03 01:10:08 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-30000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step30000_20260703_010852.log
family_similarity	v52_family_mean_conv5way_step18000	family_mean	18000	done	2026-07-03 01:10:22 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-18000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step18000_20260703_010839.log
family_similarity	v52_weighted_fvt_conv5way_step41000	weighted_fvt	41000	done	2026-07-03 01:10:40 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-41000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step41000_20260703_010850.log
embedding_similarity	v52_fvt_conv5way_step40000	fvt	40000	done	2026-07-03 01:10:41 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step40000_20260703_010857.log
embedding_similarity	v52_fvt_conv5way_step41000	fvt	41000	done	2026-07-03 01:10:42 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-41000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step41000_20260703_010901.log
family_similarity	v52_mean_conv5way_step23000	mean	23000	done	2026-07-03 01:10:43 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-23000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step23000_20260703_010850.log
embedding_similarity	v52_weighted_fvt_conv5way_step42000	weighted_fvt	42000	done	2026-07-03 01:10:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-42000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step42000_20260703_010910.log
embedding_similarity	v52_family_mean_conv5way_step19000	family_mean	19000	done	2026-07-03 01:10:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-19000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step19000_20260703_010901.log
family_similarity	v52_random_conv5way_step27000	random	27000	done	2026-07-03 01:11:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-27000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step27000_20260703_010949.log
family_similarity	v52_mean_conv5way_step24000	mean	24000	done	2026-07-03 01:11:35 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-24000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step24000_20260703_010948.log
embedding_similarity	v52_family_mean_conv5way_step20000	family_mean	20000	done	2026-07-03 01:11:48 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-20000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step20000_20260703_011023.log
family_similarity	v52_random_conv5way_step30000	random	30000	done	2026-07-03 01:11:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-30000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step30000_20260703_011009.log
embedding_similarity	v52_mean_conv5way_step25000	mean	25000	done	2026-07-03 01:12:14 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-25000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step25000_20260703_011043.log
embedding_similarity	v52_weighted_fvt_conv5way_step43000	weighted_fvt	43000	done	2026-07-03 01:12:15 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-43000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step43000_20260703_011041.log
family_similarity	v52_fvt_conv5way_step41000	fvt	41000	done	2026-07-03 01:12:19 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-41000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step41000_20260703_011043.log
family_similarity	v52_fvt_conv5way_step40000	fvt	40000	done	2026-07-03 01:12:28 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-40000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step40000_20260703_011042.log
family_similarity	v52_weighted_fvt_conv5way_step42000	weighted_fvt	42000	done	2026-07-03 01:12:36 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-42000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step42000_20260703_011055.log
family_similarity	v52_family_mean_conv5way_step19000	family_mean	19000	done	2026-07-03 01:12:44 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-19000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step19000_20260703_011055.log
embedding_similarity	v52_random_conv5way_step29000	random	29000	done	2026-07-03 01:12:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-29000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step29000_20260703_011131.log
embedding_similarity	v52_random_conv5way_step32000	random	32000	done	2026-07-03 01:13:09 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-32000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step32000_20260703_011151.log
embedding_similarity	v52_mean_conv5way_step26000	mean	26000	done	2026-07-03 01:13:10 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-26000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step26000_20260703_011136.log
family_similarity	v52_family_mean_conv5way_step20000	family_mean	20000	done	2026-07-03 01:13:37 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-20000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step20000_20260703_011148.log
embedding_similarity	v52_fvt_conv5way_step45000	fvt	45000	done	2026-07-03 01:13:50 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-45000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step45000_20260703_011219.log
embedding_similarity	v52_fvt_conv5way_step42000	fvt	42000	done	2026-07-03 01:14:07 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-42000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step42000_20260703_011229.log
family_similarity	v52_mean_conv5way_step25000	mean	25000	done	2026-07-03 01:14:15 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-25000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step25000_20260703_011215.log
embedding_similarity	v52_family_mean_conv5way_step21000	family_mean	21000	done	2026-07-03 01:14:17 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-21000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step21000_20260703_011245.log
embedding_similarity	v52_weighted_fvt_conv5way_step44000	weighted_fvt	44000	done	2026-07-03 01:14:18 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-44000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step44000_20260703_011237.log
family_similarity	v52_weighted_fvt_conv5way_step43000	weighted_fvt	43000	done	2026-07-03 01:14:20 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-43000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step43000_20260703_011215.log
family_similarity	v52_random_conv5way_step29000	random	29000	done	2026-07-03 01:14:44 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-29000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step29000_20260703_011254.log
family_similarity	v52_random_conv5way_step32000	random	32000	done	2026-07-03 01:14:52 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-32000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step32000_20260703_011310.log
family_similarity	v52_mean_conv5way_step26000	mean	26000	done	2026-07-03 01:14:54 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-26000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step26000_20260703_011310.log
embedding_similarity	v52_family_mean_conv5way_step22000	family_mean	22000	done	2026-07-03 01:15:08 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-22000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step22000_20260703_011338.log
family_similarity	v52_fvt_conv5way_step45000	fvt	45000	done	2026-07-03 01:15:30 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-45000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step45000_20260703_011351.log
embedding_similarity	v52_mean_conv5way_step27000	mean	27000	done	2026-07-03 01:15:42 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-27000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step27000_20260703_011415.log
family_similarity	v52_fvt_conv5way_step42000	fvt	42000	done	2026-07-03 01:15:52 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-42000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_fvt_conv5way_step42000_20260703_011408.log
embedding_similarity	v52_weighted_fvt_conv5way_step45000	weighted_fvt	45000	done	2026-07-03 01:16:00 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-45000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_weighted_fvt_conv5way_step45000_20260703_011420.log
embedding_similarity	v52_random_conv5way_step31000	random	31000	done	2026-07-03 01:16:11 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-31000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step31000_20260703_011444.log
embedding_similarity	v52_mean_conv5way_step28000	mean	28000	done	2026-07-03 01:16:12 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-28000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_mean_conv5way_step28000_20260703_011454.log
embedding_similarity	v52_random_conv5way_step34000	random	34000	done	2026-07-03 01:16:13 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-34000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_random_conv5way_step34000_20260703_011452.log
family_similarity	v52_family_mean_conv5way_step21000	family_mean	21000	done	2026-07-03 01:16:21 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-21000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step21000_20260703_011417.log
family_similarity	v52_weighted_fvt_conv5way_step44000	weighted_fvt	44000	done	2026-07-03 01:16:23 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-44000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step44000_20260703_011418.log
family_similarity	v52_family_mean_conv5way_step22000	family_mean	22000	done	2026-07-03 01:16:48 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-22000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_family_mean_conv5way_step22000_20260703_011508.log
embedding_similarity	v52_fvt_conv5way_step47000	fvt	47000	done	2026-07-03 01:17:05 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-47000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step47000_20260703_011531.log
embedding_similarity	v52_fvt_conv5way_step44000	fvt	44000	done	2026-07-03 01:17:21 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/fvt/checkpoint-44000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_fvt_conv5way_step44000_20260703_011553.log
family_similarity	v52_mean_conv5way_step27000	mean	27000	done	2026-07-03 01:17:25 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/mean/checkpoint-27000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_mean_conv5way_step27000_20260703_011543.log
family_similarity	v52_weighted_fvt_conv5way_step45000	weighted_fvt	45000	done	2026-07-03 01:17:43 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/weighted_fvt/checkpoint-45000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_weighted_fvt_conv5way_step45000_20260703_011601.log
family_similarity	v52_random_conv5way_step31000	random	31000	done	2026-07-03 01:17:53 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/random/checkpoint-31000/family_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_family_similarity_v52_random_conv5way_step31000_20260703_011612.log
embedding_similarity	v52_family_mean_conv5way_step23000	family_mean	23000	done	2026-07-03 01:17:56 KST	/home/axt/jongha/Glot500-py39-eval/docs/exp/v5.2/3_evaluation/10_convergence_similarity/family_mean/checkpoint-23000/embedding_similarity	/home/axt/mnt2/jongha/v5.2_glot5007/runs/logs/convergence_similarity/v52_embedding_similarity_v52_family_mean_conv5way_step23000_20260703_011621.log
