metric	method	language	score_name	score_value	aux	source_file
retrieval_tatoeba	random	dtp_Latn	Acc10	0.069	Acc1=0.016000;Acc5=0.040000	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	random	ile_Latn	Acc10	0.488	Acc1=0.284000;Acc5=0.426000	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	random	csb_Latn	Acc10	0.18972332015810275	Acc1=0.051383;Acc5=0.126482	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	mean	dtp_Latn	Acc10	0.077	Acc1=0.025000;Acc5=0.054000	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	mean	ile_Latn	Acc10	0.46	Acc1=0.254000;Acc5=0.397000	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	mean	csb_Latn	Acc10	0.2015810276679842	Acc1=0.079051;Acc5=0.158103	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	fvt	dtp_Latn	Acc10	0.074	Acc1=0.024000;Acc5=0.046000	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	fvt	ile_Latn	Acc10	0.514	Acc1=0.290000;Acc5=0.461000	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_tatoeba	fvt	csb_Latn	Acc10	0.2608695652173913	Acc1=0.083004;Acc5=0.193676	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_tatoeba/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	random	dtp_Latn	Acc10	0.007480664384430075	Acc1=0.001141;Acc5=0.003677	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	random	xav_Latn	Acc10	0.0037746023186842814	Acc1=0.000539;Acc5=0.001752	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	random	bam_Latn	Acc10	0.007941510147485188	Acc1=0.001639;Acc5=0.004160	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_random_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_random_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	mean	dtp_Latn	Acc10	0.006085964244960061	Acc1=0.000761;Acc5=0.003677	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	mean	xav_Latn	Acc10	0.00350498786734969	Acc1=0.000270;Acc5=0.002157	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	mean	bam_Latn	Acc10	0.008697844447245683	Acc1=0.001513;Acc5=0.004916	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_mean_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_mean_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	fvt	dtp_Latn	Acc10	0.006846709775580068	Acc1=0.001141;Acc5=0.003677	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	fvt	xav_Latn	Acc10	0.0033701806416823942	Acc1=0.000404;Acc5=0.001483	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
retrieval_bible	fvt	bam_Latn	Acc10	0.00907601159712593	Acc1=0.001513;Acc5=0.005925	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/retrieval_bible/v52_fvt_step4000/__home__axt__mnt2__jongha__v5.2_glot5007__runs__v52_fvt_mlm_8h__checkpoint-4000/test_results.txt
text_classification	random	eng_Latn	macro_f1	0.6967669896241325	accuracy=0.747748	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_random_step4000/summary.json
text_classification	mean	eng_Latn	macro_f1	0.7776784927069557	accuracy=0.783784	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_mean_step4000/summary.json
text_classification	fvt	eng_Latn	macro_f1	0.7131675999970487	accuracy=0.747748	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/text_classification/taxi1500/v52_fvt_step4000/summary.json
ner	random	csb_Latn	f1	0.41471571906354515	precision=0.350282;recall=0.508197	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_random_step4000/checkpoint-4000/test_results.txt
ner	random	lij_Latn	f1	0.29496402877697836	precision=0.245509;recall=0.369369	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_random_step4000/checkpoint-4000/test_results.txt
ner	random	fur_Latn	f1	0.42105263157894735	precision=0.342857;recall=0.545455	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_random_step4000/checkpoint-4000/test_results.txt
ner	mean	csb_Latn	f1	0.45936395759717313	precision=0.403727;recall=0.532787	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_mean_step4000/checkpoint-4000/test_results.txt
ner	mean	lij_Latn	f1	0.3060498220640569	precision=0.252941;recall=0.387387	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_mean_step4000/checkpoint-4000/test_results.txt
ner	mean	fur_Latn	f1	0.45000000000000007	precision=0.370588;recall=0.572727	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_mean_step4000/checkpoint-4000/test_results.txt
ner	fvt	csb_Latn	f1	0.5259515570934256	precision=0.455090;recall=0.622951	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_fvt_step4000/checkpoint-4000/test_results.txt
ner	fvt	lij_Latn	f1	0.3840579710144928	precision=0.321212;recall=0.477477	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_fvt_step4000/checkpoint-4000/test_results.txt
ner	fvt	fur_Latn	f1	0.5427509293680298	precision=0.459119;recall=0.663636	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/ner/v52_fvt_step4000/checkpoint-4000/test_results.txt
pos	random	mal_Mlym	f1	0.7261146496815287	precision=0.735484;recall=0.716981	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ben_Beng	f1	0.6923076923076923	precision=0.692308;recall=0.692308	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	tel_Telu	f1	0.7292474786656321	precision=0.736677;recall=0.721966	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	mlt_Latn	f1	0.20207792207792205	precision=0.314534;recall=0.148857	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	fra_Latn	f1	0.5505837296930014	precision=0.598745;recall=0.509593	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	spa_Latn	f1	0.590755093217003	precision=0.636571;recall=0.551091	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	eng_Latn	f1	0.5271187600719267	precision=0.590625;recall=0.475944	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	rus_Cyrl	f1	0.6911653908312388	precision=0.730983;recall=0.655462	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	deu_Latn	f1	0.6235341767717818	precision=0.660374;recall=0.590587	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	tur_Latn	f1	0.8300765965519694	precision=0.832485;recall=0.827682	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	mar_Deva	f1	0.6852713178294574	precision=0.710611;recall=0.661677	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	por_Latn	f1	0.6009442571964194	precision=0.645497;recall=0.562145	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	nld_Latn	f1	0.6124990659326974	precision=0.648129;recall=0.580583	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ara_Arab	f1	0.44146430929498937	precision=0.498641;recall=0.396051	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	zho_Hani	f1	0.4118836868377591	precision=0.447320;recall=0.381650	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ita_Latn	f1	0.5854425918930044	precision=0.638922;recall=0.540224	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ind_Latn	f1	0.6019661911041843	precision=0.630047;recall=0.576282	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ell_Grek	f1	0.6533573395467063	precision=0.691514;recall=0.619191	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	bul_Cyrl	f1	0.6222669735327963	precision=0.678322;recall=0.574769	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	swe_Latn	f1	0.6435839596528729	precision=0.688777;recall=0.603956	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ces_Latn	f1	0.6788170444906609	precision=0.714999;recall=0.646121	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	isl_Latn	f1	0.5933077626944434	precision=0.635955;recall=0.556021	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	pol_Latn	f1	0.6528542348880432	precision=0.698000;recall=0.613194	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ron_Latn	f1	0.5379368570730299	precision=0.590926;recall=0.493669	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	dan_Latn	f1	0.6496558670471715	precision=0.688449;recall=0.615002	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hun_Latn	f1	0.8033175355450236	precision=0.814459;recall=0.792477	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	srp_Latn	f1	0.643066356933643	precision=0.686765;recall=0.604596	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	fas_Arab	f1	0.5962932124464181	precision=0.629099;recall=0.566739	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ceb_Latn	f1	0.345703125	precision=0.396861;recall=0.306228	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	heb_Hebr	f1	0.6379445753393919	precision=0.664408;recall=0.613509	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hrv_Latn	f1	0.6476108808536991	precision=0.686531;recall=0.612867	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	glg_Latn	f1	0.5803733431743396	precision=0.623497;recall=0.542829	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	fin_Latn	f1	0.7269614702134811	precision=0.741020;recall=0.713427	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	slv_Latn	f1	0.5938373550107636	precision=0.630355;recall=0.561319	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	vie_Latn	f1	0.544367816091954	precision=0.587172;recall=0.507380	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	slk_Latn	f1	0.6652389238388435	precision=0.707104;recall=0.628054	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	nor_Latn	f1	0.5852732003469211	precision=0.627880;recall=0.548082	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	est_Latn	f1	0.7390799648012583	precision=0.755560;recall=0.723303	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	eus_Latn	f1	0.5012947936962043	precision=0.544495;recall=0.464446	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	lit_Latn	f1	0.7041777348466555	precision=0.723861;recall=0.685537	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	kaz_Cyrl	f1	0.6962219598583235	precision=0.715048;recall=0.678362	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	lav_Latn	f1	0.7292102574083986	precision=0.746340;recall=0.712850	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	cat_Latn	f1	0.5843587559836716	precision=0.621787;recall=0.551181	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	tha_Thai	f1	0.31224293340334297	precision=0.360453;recall=0.275408	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ukr_Cyrl	f1	0.7018462571332662	precision=0.738277;recall=0.668842	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	tgl_Latn	f1	0.4880838894184938	precision=0.523517;recall=0.457143	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	sin_Sinh	f1	0.5266903914590748	precision=0.540146;recall=0.513889	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	gle_Latn	f1	0.4419216506805328	precision=0.500563;recall=0.395579	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hin_Deva	f1	0.54513034923758	precision=0.585511;recall=0.509960	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	kor_Hang	f1	0.47090953862684964	precision=0.476650;recall=0.465306	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	urd_Arab	f1	0.5109847505815456	precision=0.551311;recall=0.476156	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	sqi_Latn	f1	0.5384157236450269	precision=0.581725;recall=0.501109	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	bel_Cyrl	f1	0.663160643019656	precision=0.710291;recall=0.621896	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	afr_Latn	f1	0.5408556032112614	precision=0.582150;recall=0.505032	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	tat_Cyrl	f1	0.47062423500611994	precision=0.543079;recall=0.415227	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	tam_Taml	f1	0.6616362192216044	precision=0.684283;recall=0.640441	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	amh_Ethi	f1	0.5968246869409659	precision=0.602619;recall=0.591141	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	yor_Latn	f1	0.20535417359494515	precision=0.260604;recall=0.169433	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	fao_Latn	f1	0.49471210340775557	precision=0.562597;recall=0.441446	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hye_Armn	f1	0.6794410572954142	precision=0.718427;recall=0.644468	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	cym_Latn	f1	0.47436659094880307	precision=0.516357;recall=0.438692	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	lat_Latn	f1	0.5117026130106808	precision=0.553935;recall=0.475454	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	nds_Latn	f1	0.32671558049201554	precision=0.399262;recall=0.276479	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	bre_Latn	f1	0.3126112466213989	precision=0.390803;recall=0.260492	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hyw_Armn	f1	0.5656339000604126	precision=0.610697;recall=0.526764	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	jav_Latn	f1	0.5502156500308072	precision=0.598525;recall=0.509122	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	jpn_Jpan	f1	0.35973956254215594	precision=0.412664;recall=0.318847	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	yue_Hani	f1	0.4692687667017572	precision=0.486648;recall=0.453088	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	gsw_Latn	f1	0.3184039087947882	precision=0.365421;recall=0.282107	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	sah_Cyrl	f1	0.29068673565381	precision=0.373640;recall=0.237875	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	uig_Arab	f1	0.5455310958739324	precision=0.549031;recall=0.542075	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	kmr_Latn	f1	0.5288717796861119	precision=0.570972;recall=0.492554	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	pcm_Latn	f1	0.23455143593847247	precision=0.251454;recall=0.219778	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	quc_Latn	f1	0.2970390309555855	precision=0.366855;recall=0.249548	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	san_Deva	f1	0.14814814814814814	precision=0.211494;recall=0.114002	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	gla_Latn	f1	0.35112885119121867	precision=0.416605;recall=0.303439	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	wol_Latn	f1	0.2578388507183011	precision=0.300524;recall=0.225771	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	sme_Latn	f1	0.3154709876958246	precision=0.414781;recall=0.254530	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hsb_Latn	f1	0.5343159315931593	precision=0.614360;recall=0.472725	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	grc_Grek	f1	0.41589274035317203	precision=0.433765;recall=0.399435	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	hbo_Hebr	f1	0.35377150419056014	precision=0.393987;recall=0.321005	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	grn_Latn	f1	0.10932475884244373	precision=0.140496;recall=0.089474	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	lzh_Hani	f1	0.20906412993541065	precision=0.244903;recall=0.182375	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	ajp_Arab	f1	0.45731707317073167	precision=0.507614;recall=0.416089	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	nap_Latn	f1	0.15384615384615383	precision=0.250000;recall=0.111111	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	aln_Latn	f1	0.32031010132023335	precision=0.380992;recall=0.276303	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	glv_Latn	f1	0.2795583086453003	precision=0.343595;recall=0.235641	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	lij_Latn	f1	0.3560882070949185	precision=0.408941;recall=0.315334	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	myv_Cyrl	f1	0.40329012961116656	precision=0.481118;recall=0.347136	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	bam_Latn	f1	0.24530962861660757	precision=0.288907;recall=0.213145	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	random	xav_Latn	f1	0.13186813186813187	precision=0.151899;recall=0.116505	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_random_step4000/checkpoint-4000/test_results.txt
pos	mean	mal_Mlym	f1	0.7388535031847133	precision=0.748387;recall=0.729560	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	ben_Beng	f1	0.7087719298245614	precision=0.711268;recall=0.706294	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	tel_Telu	f1	0.7234375000000001	precision=0.736089;recall=0.711214	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	mlt_Latn	f1	0.20732522390054806	precision=0.343979;recall=0.148378	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	fra_Latn	f1	0.5568168447128039	precision=0.607358;recall=0.514041	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	spa_Latn	f1	0.5980763889337458	precision=0.645173;recall=0.557388	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	eng_Latn	f1	0.5488962880749784	precision=0.608226;recall=0.500112	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	rus_Cyrl	f1	0.6795692724625564	precision=0.720783;recall=0.642814	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
pos	mean	deu_Latn	f1	0.5989278806300083	precision=0.641267;recall=0.561834	/home/axt/mnt2/jongha/v5.2_glot5007/evaluation/pos/v52_mean_step4000/checkpoint-4000/test_results.txt
